gene_id,osd120_lfc,osd120_se,osd120_pval,osd120_padj,osd658_lfc,osd658_se,osd658_pval,osd658_padj,meta_lfc,meta_se,meta_z,meta_pval,meta_ci_lower,meta_ci_upper,q_stat,pval_q,i2_percent,convergence_classification,status,meta_padj
AT1G01010,1.1403918216955724,0.1033227945027235,0.0003894261266177,0.5388276715237375,-0.247927,0.88640012012828,0.6124,0.999754,1.1217812063598216,0.10262792942463235,10.930564541727723,0.0,0.9206304646875422,1.322931948032101,2.420235666704378,0.11977690987231193,58.68170964682564,DISCORDANT,META_ANALYZED,0.0
AT2G04170,1.4073782052268944,0.0591535971592668,9.456300247594956e-05,0.5388276715237375,1.58527,0.5685129731571302,5e-05,0.00680385,1.4092834945227433,0.05883596553304877,23.952755457563352,0.0,1.2939650020779676,1.524601986967519,0.09686224386363326,0.7556280605837301,0.0,CONCORDANT,META_ANALYZED,0.0
AT3G17609,-4.685631379839752,0.2558335558282988,6.492926690501514e-05,0.5388276715237375,,,,,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT3G46640,0.4285672045883118,0.0322253381062754,0.0002382961868771,0.5388276715237375,0.51459,0.4937630735573509,0.06955,0.873708,0.4289320638341186,0.03215692480736229,13.338715265954631,0.0,0.3659044912116885,0.49195963645654867,0.030223443367965386,0.8619842053077159,0.0,CONCORDANT,META_ANALYZED,0.0
AT4G04720,0.3391227171053598,0.0112944262332749,8.442608350029258e-06,0.1809166543327769,0.0989011,0.8136057387770548,0.8268,0.999754,0.33907643333371185,0.011293338125899208,30.024464826400795,0.0,0.3169414906069494,0.36121137606047427,0.08715904877672177,0.7678203906967809,0.0,CONCORDANT,META_ANALYZED,0.0
AT5G07390,1.4754555683160198,0.121352599538759,0.0002774199151844,0.5388276715237375,-0.504525,,1.0,1.0,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT5G13930,-10.680039305397525,0.5545366517038331,0.0001469954104865,0.5388276715237375,,,1.0,1.0,,,,,,,,,,SINGLE_DATASET_ONLY,SINGLE_DATASET_ONLY,
AT5G57630,0.5196386325609246,0.0357316414095333,0.0001318219248435,0.5388276715237375,0.463412,0.6030461238958321,0.18955,0.999754,0.5194419232573955,0.035669082936057125,14.562805670910663,0.0,0.4495305207027235,0.5893533258120675,0.00866285491847494,0.9258444081030259,0.0,CONCORDANT,META_ANALYZED,0.0
